UserID,Tier,MonthsActive,HoursStreamed,Region,Price,TotalRevenue,Engagement_tier
10111,Premium,3,213.33354107172318,Latin America,19.99,59.97,Medium Engagement
10112,Standard,1,369.17052463330623,North America,14.99,14.99,High Engagement
10113,Basic,3,156.8315099838078,Latin America,9.99,29.97,Medium Engagement
10114,Premium,4,248.6489042306338,Europe,19.99,79.96,Medium Engagement
10115,Basic,11,167.7834756348576,Latin America,9.99,109.89,Medium Engagement
10116,Standard,11,244.90964637253884,Latin America,14.99,164.89000000000001,Medium Engagement
10117,Basic,5,282.3723722228198,North America,9.99,49.95,Medium Engagement
10118,Premium,3,305.47566010883753,Latin America,19.99,59.97,Medium Engagement
10119,Premium,6,442.8996488121227,Asia,19.99,119.94,High Engagement
10120,Standard,11,81.29256593494273,North America,14.99,164.89000000000001,Low Engagement
10121,Basic,12,295.65516918433127,Asia,9.99,119.88,Medium Engagement
10122,Premium,5,208.21520705708267,North America,19.99,99.94999999999999,Medium Engagement
10123,Standard,3,206.01886383334198,Europe,14.99,44.97,Medium Engagement
10124,Premium,6,203.5170903809592,Europe,19.99,119.94,Medium Engagement
10125,Premium,6,181.84227468940202,Europe,19.99,119.94,Medium Engagement
10126,Basic,8,248.6489042306338,Latin America,9.99,79.92,Medium Engagement
10127,Premium,2,313.1722995260427,Europe,19.99,39.98,Medium Engagement
10128,Basic,1,251.7396983918031,North America,9.99,9.99,Medium Engagement
10129,Premium,4,351.326181436525,Europe,19.99,79.96,High Engagement
10130,Standard,7,136.56032760258432,North America,14.99,104.93,Low Engagement
10131,Premium,11,248.6489042306338,Asia,19.99,219.89,Medium Engagement
10132,Basic,10,86.65242008539843,Latin America,9.99,99.9,Low Engagement
10133,Basic,3,197.54390949075344,Asia,9.99,29.97,Medium Engagement
10134,Standard,3,262.1273895028565,Asia,14.99,44.97,Medium Engagement
10135,Premium,5,248.6489042306338,Europe,19.99,99.94999999999999,Medium Engagement
10136,Premium,5,261.200643329491,Europe,19.99,99.94999999999999,Medium Engagement
10137,Standard,10,144.17073767004388,Europe,14.99,149.9,Low Engagement
10138,Premium,3,248.6489042306338,Asia,19.99,59.97,Medium Engagement
10139,Premium,9,248.6489042306338,Latin America,19.99,179.91,Medium Engagement
10140,Basic,4,304.97907110994987,Latin America,9.99,39.96,Medium Engagement
10141,Premium,3,108.04283668074612,Asia,19.99,59.97,Low Engagement
10142,Premium,11,273.36181440983427,Latin America,19.99,219.89,Medium Engagement
10143,Standard,2,248.6489042306338,Asia,14.99,29.98,Medium Engagement
10144,Standard,10,220.20075605864787,Asia,14.99,149.9,Medium Engagement
10145,Basic,11,290.0773673977287,Latin America,9.99,109.89,Medium Engagement
10146,Premium,9,256.8320204691935,North America,19.99,179.91,Medium Engagement
10147,Premium,4,186.1345015165511,North America,19.99,79.96,Medium Engagement
10148,Premium,3,250.47048671383138,Europe,19.99,59.97,Medium Engagement
10149,Basic,7,248.6489042306338,Latin America,9.99,69.93,Medium Engagement
10150,Basic,8,336.2700546923722,Europe,9.99,79.92,Medium Engagement
10151,Standard,11,234.60369853778116,Asia,14.99,164.89000000000001,Medium Engagement
10152,Basic,2,333.89124581914945,North America,9.99,19.98,Medium Engagement
10153,Premium,7,210.51012346779677,Latin America,19.99,139.92999999999998,Medium Engagement
10154,Premium,12,210.7318008695063,Latin America,19.99,239.88,Medium Engagement
10155,Basic,5,248.6489042306338,Latin America,9.99,49.95,Medium Engagement
10156,Premium,11,315.71304487698063,North America,19.99,219.89,Medium Engagement
10157,Premium,5,196.7926632003643,Europe,19.99,99.94999999999999,Medium Engagement
10158,Basic,3,298.3446574311382,North America,9.99,29.97,Medium Engagement
10159,Basic,5,221.31607017480323,Europe,9.99,49.95,Medium Engagement
10160,Premium,12,248.6489042306338,Asia,19.99,239.88,Medium Engagement
10161,Premium,2,207.22644491601505,Asia,19.99,39.98,Medium Engagement
10162,Premium,4,161.5668839227864,Europe,19.99,79.96,Medium Engagement
10163,Standard,6,252.5427042761753,Asia,14.99,89.94,Medium Engagement
10164,Standard,1,160.71941982441325,Asia,14.99,14.99,Medium Engagement
10165,Standard,10,319.4481325535962,Latin America,14.99,149.9,Medium Engagement
10166,Basic,4,243.16931047352296,Latin America,9.99,39.96,Medium Engagement
10167,Standard,6,236.68030039309457,North America,14.99,89.94,Medium Engagement
10168,Basic,9,299.19191033406867,North America,9.99,89.91,Medium Engagement
10169,Basic,11,322.2930200556897,North America,9.99,109.89,Medium Engagement
10170,Standard,11,248.49259361727613,Latin America,14.99,164.89000000000001,Medium Engagement
10171,Standard,2,192.15997753380321,North America,14.99,29.98,Medium Engagement
10172,Standard,11,116.95227879159029,North America,14.99,164.89000000000001,Low Engagement
10173,Premium,7,198.5462682223615,Latin America,19.99,139.92999999999998,Medium Engagement
10174,Standard,6,203.70908150140286,Europe,14.99,89.94,Medium Engagement
10175,Premium,2,258.02930897442224,Latin America,19.99,39.98,Medium Engagement
10176,Basic,8,224.11398391464797,Europe,9.99,79.92,Medium Engagement
10177,Premium,7,301.5949729038571,Latin America,19.99,139.92999999999998,Medium Engagement
10178,Standard,11,204.02625465469828,North America,14.99,164.89000000000001,Medium Engagement
10179,Basic,5,245.72191248602937,Asia,9.99,49.95,Medium Engagement
10180,Basic,12,338.7990582397667,Asia,9.99,119.88,Medium Engagement
10181,Basic,5,275.6368910466225,Europe,9.99,49.95,Medium Engagement
10182,Premium,7,245.49718437335767,Europe,19.99,139.92999999999998,Medium Engagement
10183,Standard,9,204.85416685486172,Europe,14.99,134.91,Medium Engagement
10184,Basic,11,202.5076452463767,Asia,9.99,109.89,Medium Engagement
10185,Basic,9,186.2040060286039,Europe,9.99,89.91,Medium Engagement
10186,Basic,9,209.42448506628256,Latin America,9.99,89.91,Medium Engagement
10187,Premium,6,306.6749379058236,Latin America,19.99,119.94,Medium Engagement
10188,Premium,10,233.35837965307985,Asia,19.99,199.89999999999998,Medium Engagement
10189,Standard,6,148.76701979640768,Latin America,14.99,89.94,Low Engagement
10190,Premium,3,382.61269697948376,Europe,19.99,59.97,High Engagement
10191,Basic,1,273.99738933588725,Asia,9.99,9.99,Medium Engagement
10192,Standard,7,144.47924496151228,Europe,14.99,104.93,Low Engagement
10193,Basic,4,216.86133045693822,Latin America,9.99,39.96,Medium Engagement
10194,Basic,1,258.31647871213136,Europe,9.99,9.99,Medium Engagement
10195,Premium,8,377.8444069973033,Asia,19.99,159.92,High Engagement
10196,Standard,12,166.8915656305848,Europe,14.99,179.88,Medium Engagement
10197,Premium,6,323.203053951696,Latin America,19.99,119.94,Medium Engagement
10198,Premium,6,354.96148202292574,North America,19.99,119.94,High Engagement
10199,Standard,2,202.85092711940723,Asia,14.99,29.98,Medium Engagement
10200,Basic,1,229.1864785854825,Europe,9.99,9.99,Medium Engagement
10201,Basic,2,172.2768064469672,Asia,9.99,19.98,Medium Engagement
10202,Standard,4,234.74041441897714,Europe,14.99,59.96,Medium Engagement
10203,Basic,2,248.6489042306338,North America,9.99,19.98,Medium Engagement
10204,Standard,1,299.4737498561778,Latin America,14.99,14.99,Medium Engagement
10205,Standard,7,331.76376032653354,Europe,14.99,104.93,Medium Engagement
10206,Premium,11,193.89279515337648,Europe,19.99,219.89,Medium Engagement
10207,Standard,11,102.4506201830504,North America,14.99,164.89000000000001,Low Engagement
10208,Premium,12,248.40664155428183,Asia,19.99,239.88,Medium Engagement
10209,Basic,8,272.01531474764806,Latin America,9.99,79.92,Medium Engagement
10210,Basic,6,268.7063265763781,Europe,9.99,59.94,Medium Engagement
10211,Basic,4,225.4995064368217,Europe,9.99,39.96,Medium Engagement
10212,Basic,6,259.3564074747951,Latin America,9.99,59.94,Medium Engagement
10213,Premium,3,363.6583606264186,North America,19.99,59.97,High Engagement
10214,Basic,12,278.6300626721882,Asia,9.99,119.88,Medium Engagement
10215,Standard,8,248.6489042306338,Latin America,14.99,119.92,Medium Engagement
10216,Standard,10,212.48516371780033,Asia,14.99,149.9,Medium Engagement
10217,Standard,2,237.2610731741702,North America,14.99,29.98,Medium Engagement
10218,Premium,5,372.755497137298,North America,19.99,99.94999999999999,High Engagement
10219,Basic,1,236.2524467855352,Latin America,9.99,9.99,Medium Engagement
10220,Basic,6,248.5154241609469,Europe,9.99,59.94,Medium Engagement
10221,Basic,2,213.8264821797773,North America,9.99,19.98,Medium Engagement
10222,Premium,4,332.42375180814736,North America,19.99,79.96,Medium Engagement
10223,Standard,6,396.98779410585064,Latin America,14.99,89.94,High Engagement
10224,Standard,10,283.79597870735415,Latin America,14.99,149.9,Medium Engagement
10225,Basic,11,256.20796778390695,Latin America,9.99,109.89,Medium Engagement
10226,Standard,8,252.7587124880676,North America,14.99,119.92,Medium Engagement
10227,Standard,12,71.17699084106908,Asia,14.99,179.88,Low Engagement
10228,Premium,8,305.8863148213613,North America,19.99,159.92,Medium Engagement
10229,Premium,11,260.06248119968825,Latin America,19.99,219.89,Medium Engagement
10230,Premium,6,282.12565379955436,Europe,19.99,119.94,Medium Engagement
10231,Premium,4,196.64033544372214,Europe,19.99,79.96,Medium Engagement
10232,Basic,8,221.16573407671814,Latin America,9.99,79.92,Medium Engagement
10233,Premium,8,219.17312976226202,Europe,19.99,159.92,Medium Engagement
10234,Standard,10,326.6217238054779,North America,14.99,149.9,Medium Engagement
10235,Basic,1,221.593012254768,Asia,9.99,9.99,Medium Engagement
10236,Standard,4,406.1995241582348,North America,14.99,59.96,High Engagement
10237,Standard,4,282.3146814261278,Latin America,14.99,59.96,Medium Engagement
10238,Standard,7,154.32380050032015,North America,14.99,104.93,Medium Engagement
10239,Premium,11,240.35902800610324,Europe,19.99,219.89,Medium Engagement
10240,Premium,7,201.12436583826883,North America,19.99,139.92999999999998,Medium Engagement
10241,Basic,11,85.42131476349817,Asia,9.99,109.89,Low Engagement
10242,Basic,8,369.9603205085342,Europe,9.99,79.92,High Engagement
10243,Premium,11,302.7356906665003,Asia,19.99,219.89,Medium Engagement
10244,Standard,5,289.99054884244845,Asia,14.99,74.95,Medium Engagement
10245,Basic,7,262.40527452247784,Asia,9.99,69.93,Medium Engagement
10246,Premium,8,146.34868234806717,North America,19.99,159.92,Low Engagement
10247,Premium,9,213.72871453334224,North America,19.99,179.91,Medium Engagement
10248,Premium,3,313.13355810880097,North America,19.99,59.97,Medium Engagement
10249,Standard,3,171.15849776631228,North America,14.99,44.97,Medium Engagement
10250,Premium,4,60.117301281188986,Europe,19.99,79.96,Low Engagement
10251,Premium,5,232.96704941643054,North America,19.99,99.94999999999999,Medium Engagement
10252,Premium,10,239.3681834479346,Europe,19.99,199.89999999999998,Medium Engagement
10253,Premium,1,260.1672562311032,Asia,19.99,19.99,Medium Engagement
10254,Basic,7,304.6388982635902,Europe,9.99,69.93,Medium Engagement
10255,Basic,9,297.82043591734066,Latin America,9.99,89.91,Medium Engagement
10256,Premium,8,269.4077353932941,North America,19.99,159.92,Medium Engagement
10257,Standard,5,339.6648541065032,Latin America,14.99,74.95,Medium Engagement
10258,Basic,4,136.0772664390014,Europe,9.99,39.96,Low Engagement
10259,Premium,12,287.8436360858043,North America,19.99,239.88,Medium Engagement
10260,Basic,7,296.9903772502707,Latin America,9.99,69.93,Medium Engagement
10261,Basic,5,157.03282854398202,North America,9.99,49.95,Medium Engagement
10262,Standard,7,137.2847043488208,Europe,14.99,104.93,Low Engagement
10263,Premium,12,194.0543405143299,Latin America,19.99,239.88,Medium Engagement
10264,Premium,1,200.3843918113531,Europe,19.99,19.99,Medium Engagement
10265,Standard,1,306.5064597626823,Latin America,14.99,14.99,Medium Engagement
10266,Standard,10,203.90959122316787,Asia,14.99,149.9,Medium Engagement
10267,Premium,3,185.7738611289097,Asia,19.99,59.97,Medium Engagement
10268,Premium,11,204.12746974790807,Asia,19.99,219.89,Medium Engagement
10269,Standard,2,333.89742506156585,Asia,14.99,29.98,Medium Engagement
10270,Basic,2,250.97825307827142,Asia,9.99,19.98,Medium Engagement
10271,Basic,7,236.55617309823162,Europe,9.99,69.93,Medium Engagement
10272,Standard,12,241.74958759742114,Asia,14.99,179.88,Medium Engagement
10273,Basic,10,346.9045250744892,Europe,9.99,99.9,Medium Engagement
10274,Standard,2,193.81212050475688,Asia,14.99,29.98,Medium Engagement
10275,Basic,11,348.6631218205078,North America,9.99,109.89,Medium Engagement
10276,Basic,4,265.78722241911277,Asia,9.99,39.96,Medium Engagement
10277,Premium,2,237.96854635184891,North America,19.99,39.98,Medium Engagement
10278,Premium,6,437.5675373450711,Europe,19.99,119.94,High Engagement
10279,Basic,8,170.82703826510527,Asia,9.99,79.92,Medium Engagement
10280,Basic,10,223.47356803247453,Latin America,9.99,99.9,Medium Engagement
10281,Premium,4,157.5676570627,Europe,19.99,79.96,Medium Engagement
10282,Premium,5,321.4346477902127,Asia,19.99,99.94999999999999,Medium Engagement
10283,Premium,4,376.68917002387593,Europe,19.99,79.96,High Engagement
10284,Standard,3,375.2442086053479,Latin America,14.99,44.97,High Engagement
10285,Basic,5,341.79615648595035,Asia,9.99,49.95,Medium Engagement
10286,Premium,9,235.17846491530258,Latin America,19.99,179.91,Medium Engagement
10287,Basic,8,222.60692668826152,Asia,9.99,79.92,Medium Engagement
10288,Standard,8,124.66226706294512,North America,14.99,119.92,Low Engagement
10289,Standard,8,402.69051513863445,Europe,14.99,119.92,High Engagement
10290,Premium,12,285.17335586113506,Latin America,19.99,239.88,Medium Engagement
10291,Standard,8,213.10323213478875,Europe,14.99,119.92,Medium Engagement
10292,Basic,7,248.6489042306338,Latin America,9.99,69.93,Medium Engagement
10293,Premium,8,177.04266124299994,Europe,19.99,159.92,Medium Engagement
10294,Basic,11,280.49665256670056,Europe,9.99,109.89,Medium Engagement
10295,Basic,8,237.0528149281874,Europe,9.99,79.92,Medium Engagement
10296,Standard,8,297.9007854910226,North America,14.99,119.92,Medium Engagement
10297,Standard,12,245.2319845610409,Asia,14.99,179.88,Medium Engagement
10298,Standard,10,141.1804081666582,North America,14.99,149.9,Low Engagement
10299,Standard,7,248.6489042306338,Europe,14.99,104.93,Medium Engagement
10300,Standard,12,328.66481064065215,Latin America,14.99,179.88,Medium Engagement
10301,Premium,1,247.8087695609511,Europe,19.99,19.99,Medium Engagement
10302,Basic,4,308.13363411918147,Asia,9.99,39.96,Medium Engagement
10303,Basic,4,248.6489042306338,North America,9.99,39.96,Medium Engagement
10304,Basic,5,248.0304405047611,Asia,9.99,49.95,Medium Engagement
10305,Basic,10,248.6489042306338,Latin America,9.99,99.9,Medium Engagement
10306,Standard,6,306.0235630078532,Asia,14.99,89.94,Medium Engagement
10307,Basic,4,252.36186716964968,North America,9.99,39.96,Medium Engagement
10308,Premium,2,301.75552572524595,Latin America,19.99,39.98,Medium Engagement
10309,Premium,6,248.6489042306338,Asia,19.99,119.94,Medium Engagement
10310,Basic,8,301.8713931341041,North America,9.99,79.92,Medium Engagement
10311,Basic,8,270.48388257202333,North America,9.99,79.92,Medium Engagement
10312,Premium,7,175.1340806116446,Europe,19.99,139.92999999999998,Medium Engagement
10313,Premium,6,249.7910416999824,Asia,19.99,119.94,Medium Engagement
10314,Standard,2,210.01821984881252,Latin America,14.99,29.98,Medium Engagement
10315,Premium,7,224.195203247183,Europe,19.99,139.92999999999998,Medium Engagement
10316,Standard,11,221.9099386937312,Asia,14.99,164.89000000000001,Medium Engagement
10317,Standard,12,176.50558189133164,Asia,14.99,179.88,Medium Engagement
10318,Standard,5,103.19960581495076,Latin America,14.99,74.95,Low Engagement
10319,Standard,6,199.88927137541748,Europe,14.99,89.94,Medium Engagement
10320,Standard,10,264.5034588943119,Europe,14.99,149.9,Medium Engagement
10321,Basic,8,148.88672159293824,Latin America,9.99,79.92,Low Engagement
10322,Premium,8,251.17616773537182,Europe,19.99,159.92,Medium Engagement
10323,Standard,3,392.52013182332234,North America,14.99,44.97,High Engagement
10324,Premium,12,326.72924164391793,Latin America,19.99,239.88,Medium Engagement
10325,Premium,12,373.2656131840397,Asia,19.99,239.88,High Engagement
10326,Standard,7,279.33459076995445,Latin America,14.99,104.93,Medium Engagement
10327,Basic,1,337.56323672398344,North America,9.99,9.99,Medium Engagement
10328,Standard,1,195.70264521491595,Latin America,14.99,14.99,Medium Engagement
10329,Basic,7,201.6744799733512,Asia,9.99,69.93,Medium Engagement
10330,Premium,10,44.564484539689545,Asia,19.99,199.89999999999998,Low Engagement
10331,Basic,9,338.9609105531724,Latin America,9.99,89.91,Medium Engagement
10332,Basic,7,365.52429848649143,Latin America,9.99,69.93,High Engagement
10333,Basic,10,208.51170659895476,North America,9.99,99.9,Medium Engagement
10334,Premium,5,248.6489042306338,North America,19.99,99.94999999999999,Medium Engagement
10335,Premium,8,193.4603414731779,Asia,19.99,159.92,Medium Engagement
10336,Basic,2,278.69901636081187,Europe,9.99,19.98,Medium Engagement
10337,Basic,9,334.36994089774305,Europe,9.99,89.91,Medium Engagement
10338,Standard,6,119.29210195892193,Europe,14.99,89.94,Low Engagement
10339,Basic,9,280.70788979816894,Europe,9.99,89.91,Medium Engagement
10340,Standard,2,229.2496171210641,Asia,14.99,29.98,Medium Engagement
10341,Basic,3,258.5045793975017,Europe,9.99,29.97,Medium Engagement
10342,Standard,12,284.42455012557184,Europe,14.99,179.88,Medium Engagement
10343,Premium,8,235.88481709203842,Latin America,19.99,159.92,Medium Engagement
10344,Basic,1,242.23098599456645,Europe,9.99,9.99,Medium Engagement
10345,Basic,10,233.95936243340208,Latin America,9.99,99.9,Medium Engagement
10346,Basic,7,322.7737151341211,Asia,9.99,69.93,Medium Engagement
10347,Basic,7,281.40699700956225,Latin America,9.99,69.93,Medium Engagement
10348,Standard,1,266.54376533030205,North America,14.99,14.99,Medium Engagement
10349,Basic,9,248.6489042306338,Latin America,9.99,89.91,Medium Engagement
10350,Premium,8,221.60651925901342,Europe,19.99,159.92,Medium Engagement
10351,Premium,4,317.4001870254381,Latin America,19.99,79.96,Medium Engagement
10352,Basic,10,252.82724298429423,Latin America,9.99,99.9,Medium Engagement
10353,Premium,11,299.46486021918537,Asia,19.99,219.89,Medium Engagement
10354,Basic,5,382.4883850245725,Asia,9.99,49.95,High Engagement
10355,Basic,2,327.8954551906612,Europe,9.99,19.98,Medium Engagement
10356,Premium,9,256.9868753274807,North America,19.99,179.91,Medium Engagement
10357,Basic,12,211.67581223532048,North America,9.99,119.88,Medium Engagement
10358,Premium,12,58.483780295807634,Latin America,19.99,239.88,Low Engagement
10359,Standard,6,237.37113081453606,North America,14.99,89.94,Medium Engagement
10360,Basic,3,225.54906281373633,Asia,9.99,29.97,Medium Engagement
10361,Standard,12,279.27746457965316,Europe,14.99,179.88,Medium Engagement
10362,Premium,7,238.45710797689844,Europe,19.99,139.92999999999998,Medium Engagement
10363,Standard,9,225.9711205422404,Asia,14.99,134.91,Medium Engagement
10364,Standard,3,116.54508021195846,Europe,14.99,44.97,Low Engagement
10365,Premium,2,179.50241281374502,Latin America,19.99,39.98,Medium Engagement
10366,Standard,7,285.74882806004183,Europe,14.99,104.93,Medium Engagement
10367,Standard,7,378.6930723349521,North America,14.99,104.93,High Engagement
10368,Premium,4,242.68559621907823,Europe,19.99,79.96,Medium Engagement
10369,Standard,11,274.58583051805925,Europe,14.99,164.89000000000001,Medium Engagement
10370,Premium,9,321.4358617714604,Asia,19.99,179.91,Medium Engagement
10371,Standard,8,189.18295478498126,Asia,14.99,119.92,Medium Engagement
10372,Premium,1,277.51105324640815,North America,19.99,19.99,Medium Engagement
10373,Premium,1,194.4632420250881,Asia,19.99,19.99,Medium Engagement
10374,Standard,5,314.8618328868258,North America,14.99,74.95,Medium Engagement
